;filename;x1;x2;SMILES1;SMILES2;cas1;cas2;InChI1;InChI2;components;Mole fraction;Temperature, K;Pressure, kPa;Activity coefficient;Activity coefficient_std
994996;je060395n;chloroethane;1,2-dimethylbenzene;CCCl;Cc1ccccc1C;75-00-3;95-47-6;InChIKey=HRYZWHHZPQKTII-UHFFFAOYSA-N;InChIKey=CTQNGGLPUBDAKN-UHFFFAOYSA-N;chloroethane__1,2-dimethylbenzene;0.0;250.05;101.0;1.02;0.0306
994997;je060395n;chloroethane;1,2-dimethylbenzene;CCCl;Cc1ccccc1C;75-00-3;95-47-6;InChIKey=HRYZWHHZPQKTII-UHFFFAOYSA-N;InChIKey=CTQNGGLPUBDAKN-UHFFFAOYSA-N;chloroethane__1,2-dimethylbenzene;0.0;269.91;101.0;1.04;0.0312
994998;je060395n;chloroethane;1,2-dimethylbenzene;CCCl;Cc1ccccc1C;75-00-3;95-47-6;InChIKey=HRYZWHHZPQKTII-UHFFFAOYSA-N;InChIKey=CTQNGGLPUBDAKN-UHFFFAOYSA-N;chloroethane__1,2-dimethylbenzene;0.0;289.97;101.0;1.06;0.0318
994999;je060395n;chloroethane;1,2-dimethylbenzene;CCCl;Cc1ccccc1C;75-00-3;95-47-6;InChIKey=HRYZWHHZPQKTII-UHFFFAOYSA-N;InChIKey=CTQNGGLPUBDAKN-UHFFFAOYSA-N;chloroethane__1,2-dimethylbenzene;0.0;309.98;101.0;1.07;0.0321
995000;je060395n;chloroethane;1,2-dimethylbenzene;CCCl;Cc1ccccc1C;75-00-3;95-47-6;InChIKey=HRYZWHHZPQKTII-UHFFFAOYSA-N;InChIKey=CTQNGGLPUBDAKN-UHFFFAOYSA-N;chloroethane__1,2-dimethylbenzene;0.0;329.99;101.0;1.09;0.0327
995007;je060395n;chloroethane;1,3-dimethylbenzene;CCCl;Cc1cccc(C)c1;75-00-3;108-38-3;InChIKey=HRYZWHHZPQKTII-UHFFFAOYSA-N;InChIKey=IVSZLXZYQVIEFR-UHFFFAOYSA-N;chloroethane__1,3-dimethylbenzene;0.0;270.05;101.0;1.02;0.0306
995008;je060395n;chloroethane;1,3-dimethylbenzene;CCCl;Cc1cccc(C)c1;75-00-3;108-38-3;InChIKey=HRYZWHHZPQKTII-UHFFFAOYSA-N;InChIKey=IVSZLXZYQVIEFR-UHFFFAOYSA-N;chloroethane__1,3-dimethylbenzene;0.0;289.98;101.0;1.03;0.0309
995009;je060395n;chloroethane;1,3-dimethylbenzene;CCCl;Cc1cccc(C)c1;75-00-3;108-38-3;InChIKey=HRYZWHHZPQKTII-UHFFFAOYSA-N;InChIKey=IVSZLXZYQVIEFR-UHFFFAOYSA-N;chloroethane__1,3-dimethylbenzene;0.0;309.89;101.0;1.04;0.0312
995010;je060395n;chloroethane;1,3-dimethylbenzene;CCCl;Cc1cccc(C)c1;75-00-3;108-38-3;InChIKey=HRYZWHHZPQKTII-UHFFFAOYSA-N;InChIKey=IVSZLXZYQVIEFR-UHFFFAOYSA-N;chloroethane__1,3-dimethylbenzene;0.0;329.99;101.0;1.05;0.0315
995016;je060395n;chloroethane;1,4-dimethylbenzene;CCCl;Cc1ccc(C)cc1;75-00-3;106-42-3;InChIKey=HRYZWHHZPQKTII-UHFFFAOYSA-N;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;chloroethane__1,4-dimethylbenzene;0.0;289.97;101.0;1.0;0.03
995017;je060395n;chloroethane;1,4-dimethylbenzene;CCCl;Cc1ccc(C)cc1;75-00-3;106-42-3;InChIKey=HRYZWHHZPQKTII-UHFFFAOYSA-N;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;chloroethane__1,4-dimethylbenzene;0.0;299.98;101.0;1.03;0.0309
995018;je060395n;chloroethane;1,4-dimethylbenzene;CCCl;Cc1ccc(C)cc1;75-00-3;106-42-3;InChIKey=HRYZWHHZPQKTII-UHFFFAOYSA-N;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;chloroethane__1,4-dimethylbenzene;0.0;309.98;101.0;1.03;0.0309
995019;je060395n;chloroethane;1,4-dimethylbenzene;CCCl;Cc1ccc(C)cc1;75-00-3;106-42-3;InChIKey=HRYZWHHZPQKTII-UHFFFAOYSA-N;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;chloroethane__1,4-dimethylbenzene;0.0;319.99;101.0;1.04;0.0312
995020;je060395n;chloroethane;1,4-dimethylbenzene;CCCl;Cc1ccc(C)cc1;75-00-3;106-42-3;InChIKey=HRYZWHHZPQKTII-UHFFFAOYSA-N;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;chloroethane__1,4-dimethylbenzene;0.0;329.99;101.0;1.05;0.0315
995026;je060395n;chloroethane;styrene;CCCl;C=Cc1ccccc1;75-00-3;79637-11-9;InChIKey=HRYZWHHZPQKTII-UHFFFAOYSA-N;InChIKey=PPBRXRYQALVLMV-UHFFFAOYSA-N;chloroethane__styrene;0.0;250.04;101.0;0.95;0.0285
995027;je060395n;chloroethane;styrene;CCCl;C=Cc1ccccc1;75-00-3;79637-11-9;InChIKey=HRYZWHHZPQKTII-UHFFFAOYSA-N;InChIKey=PPBRXRYQALVLMV-UHFFFAOYSA-N;chloroethane__styrene;0.0;270.2;101.0;0.97;0.0291
995028;je060395n;chloroethane;styrene;CCCl;C=Cc1ccccc1;75-00-3;79637-11-9;InChIKey=HRYZWHHZPQKTII-UHFFFAOYSA-N;InChIKey=PPBRXRYQALVLMV-UHFFFAOYSA-N;chloroethane__styrene;0.0;289.98;101.0;0.98;0.0294
995029;je060395n;chloroethane;styrene;CCCl;C=Cc1ccccc1;75-00-3;79637-11-9;InChIKey=HRYZWHHZPQKTII-UHFFFAOYSA-N;InChIKey=PPBRXRYQALVLMV-UHFFFAOYSA-N;chloroethane__styrene;0.0;309.84;101.0;1.03;0.0309
995030;je060395n;chloroethane;styrene;CCCl;C=Cc1ccccc1;75-00-3;79637-11-9;InChIKey=HRYZWHHZPQKTII-UHFFFAOYSA-N;InChIKey=PPBRXRYQALVLMV-UHFFFAOYSA-N;chloroethane__styrene;0.0;329.99;101.0;1.04;0.0312
995035;je060395n;benzene;1,1-difluoroethane;c1ccccc1;CC(F)F;27271-55-2;71281-71-5;InChIKey=UHOVQNZJYSORNB-UHFFFAOYSA-N;InChIKey=NPNPZTNLOVBDOC-UHFFFAOYSA-N;benzene__1,1-difluoroethane;0.0;279.99;101.0;2.42;0.0726
995036;je060395n;benzene;1,1-difluoroethane;c1ccccc1;CC(F)F;27271-55-2;71281-71-5;InChIKey=UHOVQNZJYSORNB-UHFFFAOYSA-N;InChIKey=NPNPZTNLOVBDOC-UHFFFAOYSA-N;benzene__1,1-difluoroethane;0.0;289.99;101.0;2.37;0.0711
995037;je060395n;benzene;1,1-difluoroethane;c1ccccc1;CC(F)F;27271-55-2;71281-71-5;InChIKey=UHOVQNZJYSORNB-UHFFFAOYSA-N;InChIKey=NPNPZTNLOVBDOC-UHFFFAOYSA-N;benzene__1,1-difluoroethane;0.0;309.99;101.0;2.27;0.0681
995038;je060395n;benzene;1,1-difluoroethane;c1ccccc1;CC(F)F;27271-55-2;71281-71-5;InChIKey=UHOVQNZJYSORNB-UHFFFAOYSA-N;InChIKey=NPNPZTNLOVBDOC-UHFFFAOYSA-N;benzene__1,1-difluoroethane;0.0;329.99;101.0;2.2;0.066
995045;je060395n;1,1-difluoroethane;toluene;CC(F)F;Cc1ccccc1;71281-71-5;3101-08-4;InChIKey=NPNPZTNLOVBDOC-UHFFFAOYSA-N;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;1,1-difluoroethane__toluene;0.0;270.0;101.0;2.33;0.0699
995046;je060395n;1,1-difluoroethane;toluene;CC(F)F;Cc1ccccc1;71281-71-5;3101-08-4;InChIKey=NPNPZTNLOVBDOC-UHFFFAOYSA-N;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;1,1-difluoroethane__toluene;0.0;289.98;101.0;2.28;0.0684
995047;je060395n;1,1-difluoroethane;toluene;CC(F)F;Cc1ccccc1;71281-71-5;3101-08-4;InChIKey=NPNPZTNLOVBDOC-UHFFFAOYSA-N;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;1,1-difluoroethane__toluene;0.0;309.94;101.0;2.2;0.066
995048;je060395n;1,1-difluoroethane;toluene;CC(F)F;Cc1ccccc1;71281-71-5;3101-08-4;InChIKey=NPNPZTNLOVBDOC-UHFFFAOYSA-N;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;1,1-difluoroethane__toluene;0.0;329.99;101.0;2.14;0.0642
995055;je060395n;1,1-difluoroethane;1,2-dimethylbenzene;CC(F)F;Cc1ccccc1C;71281-71-5;95-47-6;InChIKey=NPNPZTNLOVBDOC-UHFFFAOYSA-N;InChIKey=CTQNGGLPUBDAKN-UHFFFAOYSA-N;1,1-difluoroethane__1,2-dimethylbenzene;0.0;270.13;101.0;2.61;0.0783
995056;je060395n;1,1-difluoroethane;1,2-dimethylbenzene;CC(F)F;Cc1ccccc1C;71281-71-5;95-47-6;InChIKey=NPNPZTNLOVBDOC-UHFFFAOYSA-N;InChIKey=CTQNGGLPUBDAKN-UHFFFAOYSA-N;1,1-difluoroethane__1,2-dimethylbenzene;0.0;289.99;101.0;2.52;0.0756
995057;je060395n;1,1-difluoroethane;1,2-dimethylbenzene;CC(F)F;Cc1ccccc1C;71281-71-5;95-47-6;InChIKey=NPNPZTNLOVBDOC-UHFFFAOYSA-N;InChIKey=CTQNGGLPUBDAKN-UHFFFAOYSA-N;1,1-difluoroethane__1,2-dimethylbenzene;0.0;309.84;101.0;2.44;0.0732
995058;je060395n;1,1-difluoroethane;1,2-dimethylbenzene;CC(F)F;Cc1ccccc1C;71281-71-5;95-47-6;InChIKey=NPNPZTNLOVBDOC-UHFFFAOYSA-N;InChIKey=CTQNGGLPUBDAKN-UHFFFAOYSA-N;1,1-difluoroethane__1,2-dimethylbenzene;0.0;329.99;101.0;2.31;0.0693
995065;je060395n;1,1-difluoroethane;1,3-dimethylbenzene;CC(F)F;Cc1cccc(C)c1;71281-71-5;108-38-3;InChIKey=NPNPZTNLOVBDOC-UHFFFAOYSA-N;InChIKey=IVSZLXZYQVIEFR-UHFFFAOYSA-N;1,1-difluoroethane__1,3-dimethylbenzene;0.0;270.1;101.0;2.46;0.0738
995066;je060395n;1,1-difluoroethane;1,3-dimethylbenzene;CC(F)F;Cc1cccc(C)c1;71281-71-5;108-38-3;InChIKey=NPNPZTNLOVBDOC-UHFFFAOYSA-N;InChIKey=IVSZLXZYQVIEFR-UHFFFAOYSA-N;1,1-difluoroethane__1,3-dimethylbenzene;0.0;289.99;101.0;2.42;0.0726
995067;je060395n;1,1-difluoroethane;1,3-dimethylbenzene;CC(F)F;Cc1cccc(C)c1;71281-71-5;108-38-3;InChIKey=NPNPZTNLOVBDOC-UHFFFAOYSA-N;InChIKey=IVSZLXZYQVIEFR-UHFFFAOYSA-N;1,1-difluoroethane__1,3-dimethylbenzene;0.0;309.84;101.0;2.33;0.0699
995068;je060395n;1,1-difluoroethane;1,3-dimethylbenzene;CC(F)F;Cc1cccc(C)c1;71281-71-5;108-38-3;InChIKey=NPNPZTNLOVBDOC-UHFFFAOYSA-N;InChIKey=IVSZLXZYQVIEFR-UHFFFAOYSA-N;1,1-difluoroethane__1,3-dimethylbenzene;0.0;329.99;101.0;2.23;0.0669
995074;je060395n;1,1-difluoroethane;1,4-dimethylbenzene;CC(F)F;Cc1ccc(C)cc1;71281-71-5;106-42-3;InChIKey=NPNPZTNLOVBDOC-UHFFFAOYSA-N;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;1,1-difluoroethane__1,4-dimethylbenzene;0.0;289.99;101.0;2.36;0.0708
995075;je060395n;1,1-difluoroethane;1,4-dimethylbenzene;CC(F)F;Cc1ccc(C)cc1;71281-71-5;106-42-3;InChIKey=NPNPZTNLOVBDOC-UHFFFAOYSA-N;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;1,1-difluoroethane__1,4-dimethylbenzene;0.0;299.99;101.0;2.29;0.0687
995076;je060395n;1,1-difluoroethane;1,4-dimethylbenzene;CC(F)F;Cc1ccc(C)cc1;71281-71-5;106-42-3;InChIKey=NPNPZTNLOVBDOC-UHFFFAOYSA-N;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;1,1-difluoroethane__1,4-dimethylbenzene;0.0;309.85;101.0;2.27;0.0681
995077;je060395n;1,1-difluoroethane;1,4-dimethylbenzene;CC(F)F;Cc1ccc(C)cc1;71281-71-5;106-42-3;InChIKey=NPNPZTNLOVBDOC-UHFFFAOYSA-N;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;1,1-difluoroethane__1,4-dimethylbenzene;0.0;319.99;101.0;2.23;0.0669
995078;je060395n;1,1-difluoroethane;1,4-dimethylbenzene;CC(F)F;Cc1ccc(C)cc1;71281-71-5;106-42-3;InChIKey=NPNPZTNLOVBDOC-UHFFFAOYSA-N;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;1,1-difluoroethane__1,4-dimethylbenzene;0.0;329.99;101.0;2.18;0.0654
995084;je060395n;1,1-difluoroethane;styrene;CC(F)F;C=Cc1ccccc1;71281-71-5;79637-11-9;InChIKey=NPNPZTNLOVBDOC-UHFFFAOYSA-N;InChIKey=PPBRXRYQALVLMV-UHFFFAOYSA-N;1,1-difluoroethane__styrene;0.0;270.07;101.0;3.67;0.1101
995085;je060395n;1,1-difluoroethane;styrene;CC(F)F;C=Cc1ccccc1;71281-71-5;79637-11-9;InChIKey=NPNPZTNLOVBDOC-UHFFFAOYSA-N;InChIKey=PPBRXRYQALVLMV-UHFFFAOYSA-N;1,1-difluoroethane__styrene;0.0;309.84;101.0;3.5;0.105
995086;je060395n;1,1-difluoroethane;styrene;CC(F)F;C=Cc1ccccc1;71281-71-5;79637-11-9;InChIKey=NPNPZTNLOVBDOC-UHFFFAOYSA-N;InChIKey=PPBRXRYQALVLMV-UHFFFAOYSA-N;1,1-difluoroethane__styrene;0.0;329.99;101.0;3.4;0.102
1039206;je1005517;octane;1-octadecanol;CCCCCCCC;CCCCCCCCCCCCCCCCCCO;31372-91-5;68911-61-5;InChIKey=TVMXDCGIABBOFY-UHFFFAOYSA-N;InChIKey=GLDOVTGHNKAZLK-UHFFFAOYSA-N;octane__1-octadecanol;0.0;333.15;101.3;0.0513;0.001539
1039207;je1005517;octane;1-octadecanol;CCCCCCCC;CCCCCCCCCCCCCCCCCCO;31372-91-5;68911-61-5;InChIKey=TVMXDCGIABBOFY-UHFFFAOYSA-N;InChIKey=GLDOVTGHNKAZLK-UHFFFAOYSA-N;octane__1-octadecanol;0.0;338.15;101.3;0.0497;0.001491
1039208;je1005517;octane;1-octadecanol;CCCCCCCC;CCCCCCCCCCCCCCCCCCO;31372-91-5;68911-61-5;InChIKey=TVMXDCGIABBOFY-UHFFFAOYSA-N;InChIKey=GLDOVTGHNKAZLK-UHFFFAOYSA-N;octane__1-octadecanol;0.0;343.15;101.3;0.0485;0.001455
1039209;je1005517;octane;1-octadecanol;CCCCCCCC;CCCCCCCCCCCCCCCCCCO;31372-91-5;68911-61-5;InChIKey=TVMXDCGIABBOFY-UHFFFAOYSA-N;InChIKey=GLDOVTGHNKAZLK-UHFFFAOYSA-N;octane__1-octadecanol;0.0;348.15;101.3;0.0473;0.001419
1039210;je1005517;octane;1-octadecanol;CCCCCCCC;CCCCCCCCCCCCCCCCCCO;31372-91-5;68911-61-5;InChIKey=TVMXDCGIABBOFY-UHFFFAOYSA-N;InChIKey=GLDOVTGHNKAZLK-UHFFFAOYSA-N;octane__1-octadecanol;0.0;353.15;101.3;0.0461;0.001383
1039211;je1005517;methanol;1-octadecanol;CO;CCCCCCCCCCCCCCCCCCO;54841-71-3;68911-61-5;InChIKey=OKKJLVBELUTLKV-UHFFFAOYSA-N;InChIKey=GLDOVTGHNKAZLK-UHFFFAOYSA-N;methanol__1-octadecanol;0.0;333.15;101.3;0.0423;0.001269
1039212;je1005517;methanol;1-octadecanol;CO;CCCCCCCCCCCCCCCCCCO;54841-71-3;68911-61-5;InChIKey=OKKJLVBELUTLKV-UHFFFAOYSA-N;InChIKey=GLDOVTGHNKAZLK-UHFFFAOYSA-N;methanol__1-octadecanol;0.0;338.15;101.3;0.0386;0.001158
1039213;je1005517;methanol;1-octadecanol;CO;CCCCCCCCCCCCCCCCCCO;54841-71-3;68911-61-5;InChIKey=OKKJLVBELUTLKV-UHFFFAOYSA-N;InChIKey=GLDOVTGHNKAZLK-UHFFFAOYSA-N;methanol__1-octadecanol;0.0;343.15;101.3;0.0357;0.001071
1039214;je1005517;methanol;1-octadecanol;CO;CCCCCCCCCCCCCCCCCCO;54841-71-3;68911-61-5;InChIKey=OKKJLVBELUTLKV-UHFFFAOYSA-N;InChIKey=GLDOVTGHNKAZLK-UHFFFAOYSA-N;methanol__1-octadecanol;0.0;348.15;101.3;0.033;0.00099
1039215;je1005517;methanol;1-octadecanol;CO;CCCCCCCCCCCCCCCCCCO;54841-71-3;68911-61-5;InChIKey=OKKJLVBELUTLKV-UHFFFAOYSA-N;InChIKey=GLDOVTGHNKAZLK-UHFFFAOYSA-N;methanol__1-octadecanol;0.0;353.15;101.3;0.0306;0.000918
1039216;je1005517;ethanol;1-octadecanol;CCO;CCCCCCCCCCCCCCCCCCO;121182-78-3;68911-61-5;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;InChIKey=GLDOVTGHNKAZLK-UHFFFAOYSA-N;ethanol__1-octadecanol;0.0;333.15;101.3;0.0433;0.001299
1039217;je1005517;ethanol;1-octadecanol;CCO;CCCCCCCCCCCCCCCCCCO;121182-78-3;68911-61-5;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;InChIKey=GLDOVTGHNKAZLK-UHFFFAOYSA-N;ethanol__1-octadecanol;0.0;338.15;101.3;0.0396;0.001188
1039218;je1005517;ethanol;1-octadecanol;CCO;CCCCCCCCCCCCCCCCCCO;121182-78-3;68911-61-5;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;InChIKey=GLDOVTGHNKAZLK-UHFFFAOYSA-N;ethanol__1-octadecanol;0.0;343.15;101.3;0.0369;0.001107
1039219;je1005517;ethanol;1-octadecanol;CCO;CCCCCCCCCCCCCCCCCCO;121182-78-3;68911-61-5;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;InChIKey=GLDOVTGHNKAZLK-UHFFFAOYSA-N;ethanol__1-octadecanol;0.0;348.15;101.3;0.0343;0.001029
1039220;je1005517;ethanol;1-octadecanol;CCO;CCCCCCCCCCCCCCCCCCO;121182-78-3;68911-61-5;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;InChIKey=GLDOVTGHNKAZLK-UHFFFAOYSA-N;ethanol__1-octadecanol;0.0;353.15;101.3;0.032;0.00096
1039221;je1005517;1-propanol;1-octadecanol;CCCO;CCCCCCCCCCCCCCCCCCO;71-23-8;68911-61-5;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;InChIKey=GLDOVTGHNKAZLK-UHFFFAOYSA-N;propan-1-ol__1-octadecanol;0.0;333.15;101.3;0.0722;0.002166
1039222;je1005517;1-propanol;1-octadecanol;CCCO;CCCCCCCCCCCCCCCCCCO;71-23-8;68911-61-5;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;InChIKey=GLDOVTGHNKAZLK-UHFFFAOYSA-N;propan-1-ol__1-octadecanol;0.0;338.15;101.3;0.0625;0.001875
1039223;je1005517;1-propanol;1-octadecanol;CCCO;CCCCCCCCCCCCCCCCCCO;71-23-8;68911-61-5;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;InChIKey=GLDOVTGHNKAZLK-UHFFFAOYSA-N;propan-1-ol__1-octadecanol;0.0;343.15;101.3;0.0597;0.001791
1039224;je1005517;1-propanol;1-octadecanol;CCCO;CCCCCCCCCCCCCCCCCCO;71-23-8;68911-61-5;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;InChIKey=GLDOVTGHNKAZLK-UHFFFAOYSA-N;propan-1-ol__1-octadecanol;0.0;348.15;101.3;0.055;0.00165
1039225;je1005517;1-propanol;1-octadecanol;CCCO;CCCCCCCCCCCCCCCCCCO;71-23-8;68911-61-5;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;InChIKey=GLDOVTGHNKAZLK-UHFFFAOYSA-N;propan-1-ol__1-octadecanol;0.0;353.15;101.3;0.051;0.00153
1039226;je1005517;1-butanol;1-octadecanol;CCCCO;CCCCCCCCCCCCCCCCCCO;107569-51-7;68911-61-5;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=GLDOVTGHNKAZLK-UHFFFAOYSA-N;butan-1-ol__1-octadecanol;0.0;333.15;101.3;0.1537;0.004611
1039227;je1005517;1-butanol;1-octadecanol;CCCCO;CCCCCCCCCCCCCCCCCCO;107569-51-7;68911-61-5;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=GLDOVTGHNKAZLK-UHFFFAOYSA-N;butan-1-ol__1-octadecanol;0.0;338.15;101.3;0.136;0.00408
1039228;je1005517;1-butanol;1-octadecanol;CCCCO;CCCCCCCCCCCCCCCCCCO;107569-51-7;68911-61-5;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=GLDOVTGHNKAZLK-UHFFFAOYSA-N;butan-1-ol__1-octadecanol;0.0;343.15;101.3;0.1209;0.003627
1039229;je1005517;1-butanol;1-octadecanol;CCCCO;CCCCCCCCCCCCCCCCCCO;107569-51-7;68911-61-5;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=GLDOVTGHNKAZLK-UHFFFAOYSA-N;butan-1-ol__1-octadecanol;0.0;348.15;101.3;0.1101;0.003303
1039230;je1005517;1-butanol;1-octadecanol;CCCCO;CCCCCCCCCCCCCCCCCCO;107569-51-7;68911-61-5;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=GLDOVTGHNKAZLK-UHFFFAOYSA-N;butan-1-ol__1-octadecanol;0.0;353.15;101.3;0.0992;0.002976
1039231;je1005517;dichloromethane;1-octadecanol;ClCCl;CCCCCCCCCCCCCCCCCCO;1605-72-7;68911-61-5;InChIKey=YMWUJEATGCHHMB-UHFFFAOYSA-N;InChIKey=GLDOVTGHNKAZLK-UHFFFAOYSA-N;methylene chloride__1-octadecanol;0.0;333.15;101.3;0.0262;0.000786
1039232;je1005517;dichloromethane;1-octadecanol;ClCCl;CCCCCCCCCCCCCCCCCCO;1605-72-7;68911-61-5;InChIKey=YMWUJEATGCHHMB-UHFFFAOYSA-N;InChIKey=GLDOVTGHNKAZLK-UHFFFAOYSA-N;methylene chloride__1-octadecanol;0.0;338.15;101.3;0.0233;0.000699
1039233;je1005517;dichloromethane;1-octadecanol;ClCCl;CCCCCCCCCCCCCCCCCCO;1605-72-7;68911-61-5;InChIKey=YMWUJEATGCHHMB-UHFFFAOYSA-N;InChIKey=GLDOVTGHNKAZLK-UHFFFAOYSA-N;methylene chloride__1-octadecanol;0.0;343.15;101.3;0.0212;0.000636
1039234;je1005517;dichloromethane;1-octadecanol;ClCCl;CCCCCCCCCCCCCCCCCCO;1605-72-7;68911-61-5;InChIKey=YMWUJEATGCHHMB-UHFFFAOYSA-N;InChIKey=GLDOVTGHNKAZLK-UHFFFAOYSA-N;methylene chloride__1-octadecanol;0.0;348.15;101.3;0.0194;0.000582
1039235;je1005517;dichloromethane;1-octadecanol;ClCCl;CCCCCCCCCCCCCCCCCCO;1605-72-7;68911-61-5;InChIKey=YMWUJEATGCHHMB-UHFFFAOYSA-N;InChIKey=GLDOVTGHNKAZLK-UHFFFAOYSA-N;methylene chloride__1-octadecanol;0.0;353.15;101.3;0.0178;0.000534
1039266;je1005517;1-octadecanol;ethyl ethanoate;CCCCCCCCCCCCCCCCCCO;CCOC(C)=O;68911-61-5;141-78-6;InChIKey=GLDOVTGHNKAZLK-UHFFFAOYSA-N;InChIKey=XEKOWRVHYACXOJ-UHFFFAOYSA-N;1-octadecanol__ethyl ethanoate;0.0;333.15;101.3;0.0445;0.001335
1039267;je1005517;1-octadecanol;ethyl ethanoate;CCCCCCCCCCCCCCCCCCO;CCOC(C)=O;68911-61-5;141-78-6;InChIKey=GLDOVTGHNKAZLK-UHFFFAOYSA-N;InChIKey=XEKOWRVHYACXOJ-UHFFFAOYSA-N;1-octadecanol__ethyl ethanoate;0.0;338.15;101.3;0.0408;0.001224
1039268;je1005517;1-octadecanol;ethyl ethanoate;CCCCCCCCCCCCCCCCCCO;CCOC(C)=O;68911-61-5;141-78-6;InChIKey=GLDOVTGHNKAZLK-UHFFFAOYSA-N;InChIKey=XEKOWRVHYACXOJ-UHFFFAOYSA-N;1-octadecanol__ethyl ethanoate;0.0;343.15;101.3;0.0384;0.001152
1039269;je1005517;1-octadecanol;ethyl ethanoate;CCCCCCCCCCCCCCCCCCO;CCOC(C)=O;68911-61-5;141-78-6;InChIKey=GLDOVTGHNKAZLK-UHFFFAOYSA-N;InChIKey=XEKOWRVHYACXOJ-UHFFFAOYSA-N;1-octadecanol__ethyl ethanoate;0.0;348.15;101.3;0.036;0.00108
1039270;je1005517;1-octadecanol;ethyl ethanoate;CCCCCCCCCCCCCCCCCCO;CCOC(C)=O;68911-61-5;141-78-6;InChIKey=GLDOVTGHNKAZLK-UHFFFAOYSA-N;InChIKey=XEKOWRVHYACXOJ-UHFFFAOYSA-N;1-octadecanol__ethyl ethanoate;0.0;353.15;101.3;0.0335;0.001005
1039271;je1005517;1-octadecanol;butyl ethanoate;CCCCCCCCCCCCCCCCCCO;CCCCOC(C)=O;68911-61-5;123-86-4;InChIKey=GLDOVTGHNKAZLK-UHFFFAOYSA-N;InChIKey=DKPFZGUDAPQIHT-UHFFFAOYSA-N;1-octadecanol__acetic acid, butyl ester;0.0;333.15;101.3;0.0526;0.001578
1039272;je1005517;1-octadecanol;butyl ethanoate;CCCCCCCCCCCCCCCCCCO;CCCCOC(C)=O;68911-61-5;123-86-4;InChIKey=GLDOVTGHNKAZLK-UHFFFAOYSA-N;InChIKey=DKPFZGUDAPQIHT-UHFFFAOYSA-N;1-octadecanol__acetic acid, butyl ester;0.0;338.15;101.3;0.0468;0.001404
1039273;je1005517;1-octadecanol;butyl ethanoate;CCCCCCCCCCCCCCCCCCO;CCCCOC(C)=O;68911-61-5;123-86-4;InChIKey=GLDOVTGHNKAZLK-UHFFFAOYSA-N;InChIKey=DKPFZGUDAPQIHT-UHFFFAOYSA-N;1-octadecanol__acetic acid, butyl ester;0.0;343.15;101.3;0.0428;0.001284
1039274;je1005517;1-octadecanol;butyl ethanoate;CCCCCCCCCCCCCCCCCCO;CCCCOC(C)=O;68911-61-5;123-86-4;InChIKey=GLDOVTGHNKAZLK-UHFFFAOYSA-N;InChIKey=DKPFZGUDAPQIHT-UHFFFAOYSA-N;1-octadecanol__acetic acid, butyl ester;0.0;348.15;101.3;0.0391;0.001173
1039275;je1005517;1-octadecanol;butyl ethanoate;CCCCCCCCCCCCCCCCCCO;CCCCOC(C)=O;68911-61-5;123-86-4;InChIKey=GLDOVTGHNKAZLK-UHFFFAOYSA-N;InChIKey=DKPFZGUDAPQIHT-UHFFFAOYSA-N;1-octadecanol__acetic acid, butyl ester;0.0;353.15;101.3;0.0358;0.001074
