;filename;x1;x2;SMILES1;SMILES2;cas1;cas2;InChI1;InChI2;components;Mole fraction;Temperature, K;Pressure, kPa;Activity coefficient;Activity coefficient_std
994800;je060395n;styrene;trans-2-butene;C=Cc1ccccc1;C\C=C\C;79637-11-9;1735-76-8;InChIKey=PPBRXRYQALVLMV-UHFFFAOYSA-N;InChIKey=IAQRGUVFOMOMEM-ONEGZZNKSA-N;styrene__trans-2-butene;0.0;270.07;101.0;2.68;0.0804
994801;je060395n;styrene;trans-2-butene;C=Cc1ccccc1;C\C=C\C;79637-11-9;1735-76-8;InChIKey=PPBRXRYQALVLMV-UHFFFAOYSA-N;InChIKey=IAQRGUVFOMOMEM-ONEGZZNKSA-N;styrene__trans-2-butene;0.0;309.84;101.0;2.52;0.0756
994802;je060395n;styrene;trans-2-butene;C=Cc1ccccc1;C\C=C\C;79637-11-9;1735-76-8;InChIKey=PPBRXRYQALVLMV-UHFFFAOYSA-N;InChIKey=IAQRGUVFOMOMEM-ONEGZZNKSA-N;styrene__trans-2-butene;0.0;329.99;101.0;2.43;0.0729
994807;je060395n;benzene;cis-2-butene;c1ccccc1;C\C=C/C;27271-55-2;590-18-1;InChIKey=UHOVQNZJYSORNB-UHFFFAOYSA-N;InChIKey=IAQRGUVFOMOMEM-ARJAWSKDSA-N;benzene__cis-2-butene;0.0;279.99;101.0;1.61;0.0483
994808;je060395n;benzene;cis-2-butene;c1ccccc1;C\C=C/C;27271-55-2;590-18-1;InChIKey=UHOVQNZJYSORNB-UHFFFAOYSA-N;InChIKey=IAQRGUVFOMOMEM-ARJAWSKDSA-N;benzene__cis-2-butene;0.0;289.99;101.0;1.59;0.0477
994809;je060395n;benzene;cis-2-butene;c1ccccc1;C\C=C/C;27271-55-2;590-18-1;InChIKey=UHOVQNZJYSORNB-UHFFFAOYSA-N;InChIKey=IAQRGUVFOMOMEM-ARJAWSKDSA-N;benzene__cis-2-butene;0.0;309.99;101.0;1.53;0.0459
994810;je060395n;benzene;cis-2-butene;c1ccccc1;C\C=C/C;27271-55-2;590-18-1;InChIKey=UHOVQNZJYSORNB-UHFFFAOYSA-N;InChIKey=IAQRGUVFOMOMEM-ARJAWSKDSA-N;benzene__cis-2-butene;0.0;329.99;101.0;1.5;0.045
994817;je060395n;toluene;cis-2-butene;Cc1ccccc1;C\C=C/C;3101-08-4;590-18-1;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;InChIKey=IAQRGUVFOMOMEM-ARJAWSKDSA-N;toluene__cis-2-butene;0.0;270.0;101.0;1.4;0.042
994818;je060395n;toluene;cis-2-butene;Cc1ccccc1;C\C=C/C;3101-08-4;590-18-1;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;InChIKey=IAQRGUVFOMOMEM-ARJAWSKDSA-N;toluene__cis-2-butene;0.0;289.98;101.0;1.39;0.0417
994819;je060395n;toluene;cis-2-butene;Cc1ccccc1;C\C=C/C;3101-08-4;590-18-1;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;InChIKey=IAQRGUVFOMOMEM-ARJAWSKDSA-N;toluene__cis-2-butene;0.0;309.94;101.0;1.35;0.0405
994820;je060395n;toluene;cis-2-butene;Cc1ccccc1;C\C=C/C;3101-08-4;590-18-1;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;InChIKey=IAQRGUVFOMOMEM-ARJAWSKDSA-N;toluene__cis-2-butene;0.0;329.99;101.0;1.34;0.0402
994827;je060395n;1,2-dimethylbenzene;cis-2-butene;Cc1ccccc1C;C\C=C/C;95-47-6;590-18-1;InChIKey=CTQNGGLPUBDAKN-UHFFFAOYSA-N;InChIKey=IAQRGUVFOMOMEM-ARJAWSKDSA-N;1,2-dimethylbenzene__cis-2-butene;0.0;270.13;101.0;1.44;0.0432
994828;je060395n;1,2-dimethylbenzene;cis-2-butene;Cc1ccccc1C;C\C=C/C;95-47-6;590-18-1;InChIKey=CTQNGGLPUBDAKN-UHFFFAOYSA-N;InChIKey=IAQRGUVFOMOMEM-ARJAWSKDSA-N;1,2-dimethylbenzene__cis-2-butene;0.0;289.99;101.0;1.41;0.0423
994829;je060395n;1,2-dimethylbenzene;cis-2-butene;Cc1ccccc1C;C\C=C/C;95-47-6;590-18-1;InChIKey=CTQNGGLPUBDAKN-UHFFFAOYSA-N;InChIKey=IAQRGUVFOMOMEM-ARJAWSKDSA-N;1,2-dimethylbenzene__cis-2-butene;0.0;309.84;101.0;1.4;0.042
994830;je060395n;1,2-dimethylbenzene;cis-2-butene;Cc1ccccc1C;C\C=C/C;95-47-6;590-18-1;InChIKey=CTQNGGLPUBDAKN-UHFFFAOYSA-N;InChIKey=IAQRGUVFOMOMEM-ARJAWSKDSA-N;1,2-dimethylbenzene__cis-2-butene;0.0;329.99;101.0;1.37;0.0411
994837;je060395n;1,3-dimethylbenzene;cis-2-butene;Cc1cccc(C)c1;C\C=C/C;108-38-3;590-18-1;InChIKey=IVSZLXZYQVIEFR-UHFFFAOYSA-N;InChIKey=IAQRGUVFOMOMEM-ARJAWSKDSA-N;1,3-dimethylbenzene__cis-2-butene;0.0;270.1;101.0;1.33;0.0399
994838;je060395n;1,3-dimethylbenzene;cis-2-butene;Cc1cccc(C)c1;C\C=C/C;108-38-3;590-18-1;InChIKey=IVSZLXZYQVIEFR-UHFFFAOYSA-N;InChIKey=IAQRGUVFOMOMEM-ARJAWSKDSA-N;1,3-dimethylbenzene__cis-2-butene;0.0;289.99;101.0;1.33;0.0399
994839;je060395n;1,3-dimethylbenzene;cis-2-butene;Cc1cccc(C)c1;C\C=C/C;108-38-3;590-18-1;InChIKey=IVSZLXZYQVIEFR-UHFFFAOYSA-N;InChIKey=IAQRGUVFOMOMEM-ARJAWSKDSA-N;1,3-dimethylbenzene__cis-2-butene;0.0;309.84;101.0;1.33;0.0399
994840;je060395n;1,3-dimethylbenzene;cis-2-butene;Cc1cccc(C)c1;C\C=C/C;108-38-3;590-18-1;InChIKey=IVSZLXZYQVIEFR-UHFFFAOYSA-N;InChIKey=IAQRGUVFOMOMEM-ARJAWSKDSA-N;1,3-dimethylbenzene__cis-2-butene;0.0;329.99;101.0;1.31;0.0393
994846;je060395n;1,4-dimethylbenzene;cis-2-butene;Cc1ccc(C)cc1;C\C=C/C;106-42-3;590-18-1;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;InChIKey=IAQRGUVFOMOMEM-ARJAWSKDSA-N;1,4-dimethylbenzene__cis-2-butene;0.0;289.99;101.0;1.28;0.0384
994847;je060395n;1,4-dimethylbenzene;cis-2-butene;Cc1ccc(C)cc1;C\C=C/C;106-42-3;590-18-1;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;InChIKey=IAQRGUVFOMOMEM-ARJAWSKDSA-N;1,4-dimethylbenzene__cis-2-butene;0.0;299.99;101.0;1.28;0.0384
994848;je060395n;1,4-dimethylbenzene;cis-2-butene;Cc1ccc(C)cc1;C\C=C/C;106-42-3;590-18-1;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;InChIKey=IAQRGUVFOMOMEM-ARJAWSKDSA-N;1,4-dimethylbenzene__cis-2-butene;0.0;309.85;101.0;1.27;0.0381
994849;je060395n;1,4-dimethylbenzene;cis-2-butene;Cc1ccc(C)cc1;C\C=C/C;106-42-3;590-18-1;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;InChIKey=IAQRGUVFOMOMEM-ARJAWSKDSA-N;1,4-dimethylbenzene__cis-2-butene;0.0;319.99;101.0;1.28;0.0384
994850;je060395n;1,4-dimethylbenzene;cis-2-butene;Cc1ccc(C)cc1;C\C=C/C;106-42-3;590-18-1;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;InChIKey=IAQRGUVFOMOMEM-ARJAWSKDSA-N;1,4-dimethylbenzene__cis-2-butene;0.0;329.99;101.0;1.27;0.0381
994856;je060395n;styrene;cis-2-butene;C=Cc1ccccc1;C\C=C/C;79637-11-9;590-18-1;InChIKey=PPBRXRYQALVLMV-UHFFFAOYSA-N;InChIKey=IAQRGUVFOMOMEM-ARJAWSKDSA-N;styrene__cis-2-butene;0.0;270.07;101.0;2.52;0.0756
994857;je060395n;styrene;cis-2-butene;C=Cc1ccccc1;C\C=C/C;79637-11-9;590-18-1;InChIKey=PPBRXRYQALVLMV-UHFFFAOYSA-N;InChIKey=IAQRGUVFOMOMEM-ARJAWSKDSA-N;styrene__cis-2-butene;0.0;309.84;101.0;2.36;0.0708
994858;je060395n;styrene;cis-2-butene;C=Cc1ccccc1;C\C=C/C;79637-11-9;590-18-1;InChIKey=PPBRXRYQALVLMV-UHFFFAOYSA-N;InChIKey=IAQRGUVFOMOMEM-ARJAWSKDSA-N;styrene__cis-2-butene;0.0;329.99;101.0;2.31;0.0693
994863;je060395n;benzene;1,3-butadiene;c1ccccc1;C=CC=C;27271-55-2;130983-70-9;InChIKey=UHOVQNZJYSORNB-UHFFFAOYSA-N;InChIKey=KAKZBPTYRLMSJV-UHFFFAOYSA-N;benzene__1,3-butadiene;0.0;279.99;101.0;1.36;0.0408
994864;je060395n;benzene;1,3-butadiene;c1ccccc1;C=CC=C;27271-55-2;130983-70-9;InChIKey=UHOVQNZJYSORNB-UHFFFAOYSA-N;InChIKey=KAKZBPTYRLMSJV-UHFFFAOYSA-N;benzene__1,3-butadiene;0.0;289.99;101.0;1.35;0.0405
994865;je060395n;benzene;1,3-butadiene;c1ccccc1;C=CC=C;27271-55-2;130983-70-9;InChIKey=UHOVQNZJYSORNB-UHFFFAOYSA-N;InChIKey=KAKZBPTYRLMSJV-UHFFFAOYSA-N;benzene__1,3-butadiene;0.0;309.99;101.0;1.32;0.0396
994866;je060395n;benzene;1,3-butadiene;c1ccccc1;C=CC=C;27271-55-2;130983-70-9;InChIKey=UHOVQNZJYSORNB-UHFFFAOYSA-N;InChIKey=KAKZBPTYRLMSJV-UHFFFAOYSA-N;benzene__1,3-butadiene;0.0;329.99;101.0;1.29;0.0387
994873;je060395n;1,3-butadiene;toluene;C=CC=C;Cc1ccccc1;130983-70-9;3101-08-4;InChIKey=KAKZBPTYRLMSJV-UHFFFAOYSA-N;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;1,3-butadiene__toluene;0.0;270.0;101.0;1.18;0.0354
994874;je060395n;1,3-butadiene;toluene;C=CC=C;Cc1ccccc1;130983-70-9;3101-08-4;InChIKey=KAKZBPTYRLMSJV-UHFFFAOYSA-N;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;1,3-butadiene__toluene;0.0;289.98;101.0;1.2;0.036
994875;je060395n;1,3-butadiene;toluene;C=CC=C;Cc1ccccc1;130983-70-9;3101-08-4;InChIKey=KAKZBPTYRLMSJV-UHFFFAOYSA-N;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;1,3-butadiene__toluene;0.0;309.94;101.0;1.2;0.036
994876;je060395n;1,3-butadiene;toluene;C=CC=C;Cc1ccccc1;130983-70-9;3101-08-4;InChIKey=KAKZBPTYRLMSJV-UHFFFAOYSA-N;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;1,3-butadiene__toluene;0.0;329.99;101.0;1.2;0.036
994883;je060395n;1,2-dimethylbenzene;1,3-butadiene;Cc1ccccc1C;C=CC=C;95-47-6;130983-70-9;InChIKey=CTQNGGLPUBDAKN-UHFFFAOYSA-N;InChIKey=KAKZBPTYRLMSJV-UHFFFAOYSA-N;1,2-dimethylbenzene__1,3-butadiene;0.0;270.13;101.0;1.23;0.0369
994884;je060395n;1,2-dimethylbenzene;1,3-butadiene;Cc1ccccc1C;C=CC=C;95-47-6;130983-70-9;InChIKey=CTQNGGLPUBDAKN-UHFFFAOYSA-N;InChIKey=KAKZBPTYRLMSJV-UHFFFAOYSA-N;1,2-dimethylbenzene__1,3-butadiene;0.0;289.99;101.0;1.22;0.0366
994885;je060395n;1,2-dimethylbenzene;1,3-butadiene;Cc1ccccc1C;C=CC=C;95-47-6;130983-70-9;InChIKey=CTQNGGLPUBDAKN-UHFFFAOYSA-N;InChIKey=KAKZBPTYRLMSJV-UHFFFAOYSA-N;1,2-dimethylbenzene__1,3-butadiene;0.0;309.84;101.0;1.23;0.0369
994886;je060395n;1,2-dimethylbenzene;1,3-butadiene;Cc1ccccc1C;C=CC=C;95-47-6;130983-70-9;InChIKey=CTQNGGLPUBDAKN-UHFFFAOYSA-N;InChIKey=KAKZBPTYRLMSJV-UHFFFAOYSA-N;1,2-dimethylbenzene__1,3-butadiene;0.0;329.99;101.0;1.22;0.0366
994893;je060395n;1,3-butadiene;1,3-dimethylbenzene;C=CC=C;Cc1cccc(C)c1;130983-70-9;108-38-3;InChIKey=KAKZBPTYRLMSJV-UHFFFAOYSA-N;InChIKey=IVSZLXZYQVIEFR-UHFFFAOYSA-N;1,3-butadiene__1,3-dimethylbenzene;0.0;270.1;101.0;1.15;0.0345
994894;je060395n;1,3-butadiene;1,3-dimethylbenzene;C=CC=C;Cc1cccc(C)c1;130983-70-9;108-38-3;InChIKey=KAKZBPTYRLMSJV-UHFFFAOYSA-N;InChIKey=IVSZLXZYQVIEFR-UHFFFAOYSA-N;1,3-butadiene__1,3-dimethylbenzene;0.0;289.99;101.0;1.18;0.0354
994895;je060395n;1,3-butadiene;1,3-dimethylbenzene;C=CC=C;Cc1cccc(C)c1;130983-70-9;108-38-3;InChIKey=KAKZBPTYRLMSJV-UHFFFAOYSA-N;InChIKey=IVSZLXZYQVIEFR-UHFFFAOYSA-N;1,3-butadiene__1,3-dimethylbenzene;0.0;309.84;101.0;1.18;0.0354
994896;je060395n;1,3-butadiene;1,3-dimethylbenzene;C=CC=C;Cc1cccc(C)c1;130983-70-9;108-38-3;InChIKey=KAKZBPTYRLMSJV-UHFFFAOYSA-N;InChIKey=IVSZLXZYQVIEFR-UHFFFAOYSA-N;1,3-butadiene__1,3-dimethylbenzene;0.0;329.99;101.0;1.18;0.0354
994902;je060395n;1,4-dimethylbenzene;1,3-butadiene;Cc1ccc(C)cc1;C=CC=C;106-42-3;130983-70-9;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;InChIKey=KAKZBPTYRLMSJV-UHFFFAOYSA-N;1,4-dimethylbenzene__1,3-butadiene;0.0;289.99;101.0;1.16;0.0348
994903;je060395n;1,4-dimethylbenzene;1,3-butadiene;Cc1ccc(C)cc1;C=CC=C;106-42-3;130983-70-9;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;InChIKey=KAKZBPTYRLMSJV-UHFFFAOYSA-N;1,4-dimethylbenzene__1,3-butadiene;0.0;299.99;101.0;1.15;0.0345
994904;je060395n;1,4-dimethylbenzene;1,3-butadiene;Cc1ccc(C)cc1;C=CC=C;106-42-3;130983-70-9;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;InChIKey=KAKZBPTYRLMSJV-UHFFFAOYSA-N;1,4-dimethylbenzene__1,3-butadiene;0.0;309.85;101.0;1.16;0.0348
994905;je060395n;1,4-dimethylbenzene;1,3-butadiene;Cc1ccc(C)cc1;C=CC=C;106-42-3;130983-70-9;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;InChIKey=KAKZBPTYRLMSJV-UHFFFAOYSA-N;1,4-dimethylbenzene__1,3-butadiene;0.0;319.99;101.0;1.15;0.0345
994906;je060395n;1,4-dimethylbenzene;1,3-butadiene;Cc1ccc(C)cc1;C=CC=C;106-42-3;130983-70-9;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;InChIKey=KAKZBPTYRLMSJV-UHFFFAOYSA-N;1,4-dimethylbenzene__1,3-butadiene;0.0;329.99;101.0;1.15;0.0345
994912;je060395n;styrene;1,3-butadiene;C=Cc1ccccc1;C=CC=C;79637-11-9;130983-70-9;InChIKey=PPBRXRYQALVLMV-UHFFFAOYSA-N;InChIKey=KAKZBPTYRLMSJV-UHFFFAOYSA-N;styrene__1,3-butadiene;0.0;270.07;101.0;2.09;0.0627
994913;je060395n;styrene;1,3-butadiene;C=Cc1ccccc1;C=CC=C;79637-11-9;130983-70-9;InChIKey=PPBRXRYQALVLMV-UHFFFAOYSA-N;InChIKey=KAKZBPTYRLMSJV-UHFFFAOYSA-N;styrene__1,3-butadiene;0.0;309.84;101.0;2.05;0.0615
994914;je060395n;styrene;1,3-butadiene;C=Cc1ccccc1;C=CC=C;79637-11-9;130983-70-9;InChIKey=PPBRXRYQALVLMV-UHFFFAOYSA-N;InChIKey=KAKZBPTYRLMSJV-UHFFFAOYSA-N;styrene__1,3-butadiene;0.0;329.99;101.0;2.02;0.0606
994919;je060395n;benzene;methoxymethane;c1ccccc1;COC;27271-55-2;115-10-6;InChIKey=UHOVQNZJYSORNB-UHFFFAOYSA-N;InChIKey=LCGLNKUTAGEVQW-UHFFFAOYSA-N;benzene__methoxymethane;0.0;279.95;101.0;1.13;0.0339
994920;je060395n;benzene;methoxymethane;c1ccccc1;COC;27271-55-2;115-10-6;InChIKey=UHOVQNZJYSORNB-UHFFFAOYSA-N;InChIKey=LCGLNKUTAGEVQW-UHFFFAOYSA-N;benzene__methoxymethane;0.0;289.97;101.0;1.15;0.0345
994921;je060395n;benzene;methoxymethane;c1ccccc1;COC;27271-55-2;115-10-6;InChIKey=UHOVQNZJYSORNB-UHFFFAOYSA-N;InChIKey=LCGLNKUTAGEVQW-UHFFFAOYSA-N;benzene__methoxymethane;0.0;309.98;101.0;1.18;0.0354
994922;je060395n;benzene;methoxymethane;c1ccccc1;COC;27271-55-2;115-10-6;InChIKey=UHOVQNZJYSORNB-UHFFFAOYSA-N;InChIKey=LCGLNKUTAGEVQW-UHFFFAOYSA-N;benzene__methoxymethane;0.0;329.99;101.0;1.26;0.0378
994928;je060395n;toluene;methoxymethane;Cc1ccccc1;COC;3101-08-4;115-10-6;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;InChIKey=LCGLNKUTAGEVQW-UHFFFAOYSA-N;toluene__methoxymethane;0.0;250.04;101.0;1.07;0.0321
994929;je060395n;toluene;methoxymethane;Cc1ccccc1;COC;3101-08-4;115-10-6;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;InChIKey=LCGLNKUTAGEVQW-UHFFFAOYSA-N;toluene__methoxymethane;0.0;270.2;101.0;1.1;0.033
994930;je060395n;toluene;methoxymethane;Cc1ccccc1;COC;3101-08-4;115-10-6;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;InChIKey=LCGLNKUTAGEVQW-UHFFFAOYSA-N;toluene__methoxymethane;0.0;289.98;101.0;1.13;0.0339
994931;je060395n;toluene;methoxymethane;Cc1ccccc1;COC;3101-08-4;115-10-6;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;InChIKey=LCGLNKUTAGEVQW-UHFFFAOYSA-N;toluene__methoxymethane;0.0;309.84;101.0;1.16;0.0348
994932;je060395n;toluene;methoxymethane;Cc1ccccc1;COC;3101-08-4;115-10-6;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;InChIKey=LCGLNKUTAGEVQW-UHFFFAOYSA-N;toluene__methoxymethane;0.0;329.99;101.0;1.17;0.0351
994938;je060395n;1,2-dimethylbenzene;methoxymethane;Cc1ccccc1C;COC;95-47-6;115-10-6;InChIKey=CTQNGGLPUBDAKN-UHFFFAOYSA-N;InChIKey=LCGLNKUTAGEVQW-UHFFFAOYSA-N;1,2-dimethylbenzene__methoxymethane;0.0;250.05;101.0;1.23;0.0369
994939;je060395n;1,2-dimethylbenzene;methoxymethane;Cc1ccccc1C;COC;95-47-6;115-10-6;InChIKey=CTQNGGLPUBDAKN-UHFFFAOYSA-N;InChIKey=LCGLNKUTAGEVQW-UHFFFAOYSA-N;1,2-dimethylbenzene__methoxymethane;0.0;269.91;101.0;1.24;0.0372
994940;je060395n;1,2-dimethylbenzene;methoxymethane;Cc1ccccc1C;COC;95-47-6;115-10-6;InChIKey=CTQNGGLPUBDAKN-UHFFFAOYSA-N;InChIKey=LCGLNKUTAGEVQW-UHFFFAOYSA-N;1,2-dimethylbenzene__methoxymethane;0.0;289.97;101.0;1.25;0.0375
994941;je060395n;1,2-dimethylbenzene;methoxymethane;Cc1ccccc1C;COC;95-47-6;115-10-6;InChIKey=CTQNGGLPUBDAKN-UHFFFAOYSA-N;InChIKey=LCGLNKUTAGEVQW-UHFFFAOYSA-N;1,2-dimethylbenzene__methoxymethane;0.0;309.98;101.0;1.27;0.0381
994942;je060395n;1,2-dimethylbenzene;methoxymethane;Cc1ccccc1C;COC;95-47-6;115-10-6;InChIKey=CTQNGGLPUBDAKN-UHFFFAOYSA-N;InChIKey=LCGLNKUTAGEVQW-UHFFFAOYSA-N;1,2-dimethylbenzene__methoxymethane;0.0;329.99;101.0;1.27;0.0381
994949;je060395n;1,3-dimethylbenzene;methoxymethane;Cc1cccc(C)c1;COC;108-38-3;115-10-6;InChIKey=IVSZLXZYQVIEFR-UHFFFAOYSA-N;InChIKey=LCGLNKUTAGEVQW-UHFFFAOYSA-N;1,3-dimethylbenzene__methoxymethane;0.0;270.05;101.0;1.22;0.0366
994950;je060395n;1,3-dimethylbenzene;methoxymethane;Cc1cccc(C)c1;COC;108-38-3;115-10-6;InChIKey=IVSZLXZYQVIEFR-UHFFFAOYSA-N;InChIKey=LCGLNKUTAGEVQW-UHFFFAOYSA-N;1,3-dimethylbenzene__methoxymethane;0.0;289.98;101.0;1.21;0.0363
994951;je060395n;1,3-dimethylbenzene;methoxymethane;Cc1cccc(C)c1;COC;108-38-3;115-10-6;InChIKey=IVSZLXZYQVIEFR-UHFFFAOYSA-N;InChIKey=LCGLNKUTAGEVQW-UHFFFAOYSA-N;1,3-dimethylbenzene__methoxymethane;0.0;309.89;101.0;1.21;0.0363
994952;je060395n;1,3-dimethylbenzene;methoxymethane;Cc1cccc(C)c1;COC;108-38-3;115-10-6;InChIKey=IVSZLXZYQVIEFR-UHFFFAOYSA-N;InChIKey=LCGLNKUTAGEVQW-UHFFFAOYSA-N;1,3-dimethylbenzene__methoxymethane;0.0;329.99;101.0;1.21;0.0363
994958;je060395n;1,4-dimethylbenzene;methoxymethane;Cc1ccc(C)cc1;COC;106-42-3;115-10-6;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;InChIKey=LCGLNKUTAGEVQW-UHFFFAOYSA-N;1,4-dimethylbenzene__methoxymethane;0.0;289.97;101.0;1.17;0.0351
994959;je060395n;1,4-dimethylbenzene;methoxymethane;Cc1ccc(C)cc1;COC;106-42-3;115-10-6;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;InChIKey=LCGLNKUTAGEVQW-UHFFFAOYSA-N;1,4-dimethylbenzene__methoxymethane;0.0;299.98;101.0;1.18;0.0354
994960;je060395n;1,4-dimethylbenzene;methoxymethane;Cc1ccc(C)cc1;COC;106-42-3;115-10-6;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;InChIKey=LCGLNKUTAGEVQW-UHFFFAOYSA-N;1,4-dimethylbenzene__methoxymethane;0.0;309.98;101.0;1.18;0.0354
994961;je060395n;1,4-dimethylbenzene;methoxymethane;Cc1ccc(C)cc1;COC;106-42-3;115-10-6;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;InChIKey=LCGLNKUTAGEVQW-UHFFFAOYSA-N;1,4-dimethylbenzene__methoxymethane;0.0;319.99;101.0;1.2;0.036
994962;je060395n;1,4-dimethylbenzene;methoxymethane;Cc1ccc(C)cc1;COC;106-42-3;115-10-6;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;InChIKey=LCGLNKUTAGEVQW-UHFFFAOYSA-N;1,4-dimethylbenzene__methoxymethane;0.0;329.99;101.0;1.2;0.036
994968;je060395n;styrene;methoxymethane;C=Cc1ccccc1;COC;79637-11-9;115-10-6;InChIKey=PPBRXRYQALVLMV-UHFFFAOYSA-N;InChIKey=LCGLNKUTAGEVQW-UHFFFAOYSA-N;styrene__methoxymethane;0.0;250.04;101.0;0.97;0.0291
994969;je060395n;styrene;methoxymethane;C=Cc1ccccc1;COC;79637-11-9;115-10-6;InChIKey=PPBRXRYQALVLMV-UHFFFAOYSA-N;InChIKey=LCGLNKUTAGEVQW-UHFFFAOYSA-N;styrene__methoxymethane;0.0;270.2;101.0;1.03;0.0309
994970;je060395n;styrene;methoxymethane;C=Cc1ccccc1;COC;79637-11-9;115-10-6;InChIKey=PPBRXRYQALVLMV-UHFFFAOYSA-N;InChIKey=LCGLNKUTAGEVQW-UHFFFAOYSA-N;styrene__methoxymethane;0.0;289.98;101.0;1.06;0.0318
994971;je060395n;styrene;methoxymethane;C=Cc1ccccc1;COC;79637-11-9;115-10-6;InChIKey=PPBRXRYQALVLMV-UHFFFAOYSA-N;InChIKey=LCGLNKUTAGEVQW-UHFFFAOYSA-N;styrene__methoxymethane;0.0;309.84;101.0;1.11;0.0333
994972;je060395n;styrene;methoxymethane;C=Cc1ccccc1;COC;79637-11-9;115-10-6;InChIKey=PPBRXRYQALVLMV-UHFFFAOYSA-N;InChIKey=LCGLNKUTAGEVQW-UHFFFAOYSA-N;styrene__methoxymethane;0.0;329.99;101.0;1.14;0.0342
994977;je060395n;benzene;chloroethane;c1ccccc1;CCCl;27271-55-2;75-00-3;InChIKey=UHOVQNZJYSORNB-UHFFFAOYSA-N;InChIKey=HRYZWHHZPQKTII-UHFFFAOYSA-N;benzene__chloroethane;0.0;279.95;101.0;1.05;0.0315
994978;je060395n;benzene;chloroethane;c1ccccc1;CCCl;27271-55-2;75-00-3;InChIKey=UHOVQNZJYSORNB-UHFFFAOYSA-N;InChIKey=HRYZWHHZPQKTII-UHFFFAOYSA-N;benzene__chloroethane;0.0;289.97;101.0;1.06;0.0318
994979;je060395n;benzene;chloroethane;c1ccccc1;CCCl;27271-55-2;75-00-3;InChIKey=UHOVQNZJYSORNB-UHFFFAOYSA-N;InChIKey=HRYZWHHZPQKTII-UHFFFAOYSA-N;benzene__chloroethane;0.0;309.98;101.0;1.07;0.0321
994980;je060395n;benzene;chloroethane;c1ccccc1;CCCl;27271-55-2;75-00-3;InChIKey=UHOVQNZJYSORNB-UHFFFAOYSA-N;InChIKey=HRYZWHHZPQKTII-UHFFFAOYSA-N;benzene__chloroethane;0.0;329.99;101.0;1.12;0.0336
994986;je060395n;chloroethane;toluene;CCCl;Cc1ccccc1;75-00-3;3101-08-4;InChIKey=HRYZWHHZPQKTII-UHFFFAOYSA-N;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;chloroethane__toluene;0.0;250.04;101.0;0.92;0.0276
994987;je060395n;chloroethane;toluene;CCCl;Cc1ccccc1;75-00-3;3101-08-4;InChIKey=HRYZWHHZPQKTII-UHFFFAOYSA-N;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;chloroethane__toluene;0.0;270.2;101.0;0.95;0.0285
994988;je060395n;chloroethane;toluene;CCCl;Cc1ccccc1;75-00-3;3101-08-4;InChIKey=HRYZWHHZPQKTII-UHFFFAOYSA-N;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;chloroethane__toluene;0.0;289.98;101.0;1.0;0.03
994989;je060395n;chloroethane;toluene;CCCl;Cc1ccccc1;75-00-3;3101-08-4;InChIKey=HRYZWHHZPQKTII-UHFFFAOYSA-N;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;chloroethane__toluene;0.0;309.84;101.0;1.02;0.0306
994990;je060395n;chloroethane;toluene;CCCl;Cc1ccccc1;75-00-3;3101-08-4;InChIKey=HRYZWHHZPQKTII-UHFFFAOYSA-N;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;chloroethane__toluene;0.0;329.99;101.0;1.05;0.0315
